Unique ID,Title,Authors-revised,Authors,Authors (Full Names)-revised,Authors (Full Names)
WOS:000370260300005,Mortality of Youth Offenders Along a Continuum of Justice System Involvement,"Aalsma, MC|Lau, KSL|Perkins, AJ|Schwartz, K|Tu, W|Wiehe, SE|Monahan, P|Rosenman, MB","Aalsma, MC|Lau, KSL|Perkins, AJ|Schwartz, K|Tu, W|Wiehe, SE|Monahan, P|Rosenman, MB","Aalsma, Matthew C.|Lau, Katherine S. L.|Perkins, Anthony J.|Schwartz, Katherine|Tu, Wanzhu|Wiehe, Sarah E.|Monahan, Patrick|Rosenman, Marc B.","Aalsma, Matthew C.|Lau, Katherine S. L.|Perkins, Anthony J.|Schwartz, Katherine|Tu, Wanzhu|Wiehe, Sarah E.|Monahan, Patrick|Rosenman, Marc B."
WOS:000370646500017,"3,4-methylenedioxymethamphetamine increases excitability in the dentate gyrus: role of 5HT2A receptor-induced PGE2 signaling","Collins, SA|Huff, C|Chiaia, N|Gudelsky, GA|Yamamoto, BK","Collins, SA|Huff, C|Chiaia, N|Gudelsky, GA|Yamamoto, BK","Collins, Stuart A.|Huff, Courtney|Chiaia, Nicolas|Gudelsky, Gary A.|Yamamoto, Bryan K.","Collins, Stuart A.|Huff, Courtney|Chiaia, Nicolas|Gudelsky, Gary A.|Yamamoto, Bryan K."
WOS:000370386000001,The effects of gratitude expression on neural activity,"Kini, P|Wong, J|McInnis, S|Gabana, N|Brown, JW","Kini, P|Wong, J|McInnis, S|Gabana, N|Brown, JW","Kini, Prathik|Wong, Joel|McInnis, Sydney|Gabana, Nicole|Brown, Joshua W.","Kini, Prathik|Wong, Joel|McInnis, Sydney|Gabana, Nicole|Brown, Joshua W."
WOS:000369212700001,Reliability and validity of the Italian translation of the UPPS-P Impulsive Behavior Scale in a sample of consecutively admitted psychotherapy patients,"Fossati, A|Somma, A|Karyadi, KA|Cyders, MA|Bortolla, R|Borroni, S","Fossati, A|Somma, A|Karyadi, KA|Cyders, MA|Bortolla, R|Borroni, S","Fossati, Andrea|Somma, Antonella|Karyadi, Kenny A.|Cyders, Melissa A.|Bortolla, Roberta|Borroni, Serena","Fossati, Andrea|Somma, Antonella|Karyadi, Kenny A.|Cyders, Melissa A.|Bortolla, Roberta|Borroni, Serena"
WOS:000408194000001,It's Not Just a Yes or No Answer: Expressions of Local Health Department Accreditation,"Meyerson, BE|King, J|Comer, K|Liu, SS|Miller, L","Meyerson, BE|King, J|Comer, K|Liu, SS|Miller, L","Meyerson, Beth E.|King, Jerry|Comer, Karen|Liu, Sandra S.|Miller, Laura","Meyerson, Beth E.|King, Jerry|Comer, Karen|Liu, Sandra S.|Miller, Laura"
WOS:000376991400001,At the intersection of lay and professional social networks: how community ties shape perceptions of mental health treatment providers,"Perry, BL|Pullen, E|Pescosolido, BA","Perry, BL|Pullen, E|Pescosolido, BA","Perry, B. L.|Pullen, E.|Pescosolido, B. A.","Perry, B. L.|Pullen, E.|Pescosolido, B. A."
WOS:000366709200034,"Rodent models and mechanisms of voluntary binge-like ethanol consumption: Examples, opportunities, and strategies for preclinical research","Fritz, BM|Boehm, SL","Fritz, BM|Boehm, SL","Fritz, Brandon M.|Boehm, Stephen L., III","Fritz, Brandon M.|Boehm, Stephen L., III"
WOS:000374230100024,Selective serotonin re-uptake inhibitor use during pregnancy: association with offspring birth size and gestational age,"Viktorin, A|Lichtenstein, P|Lundholm, C|Almqvist, C|D'Onofrio, BM|Larsson, H|Landen, M|Magnusson, PKE","Viktorin, A|Lichtenstein, P|Lundholm, C|Almqvist, C|D'Onofrio, BM|Larsson, H|Landen, M|Magnusson, PKE","Viktorin, Alexander|Lichtenstein, Paul|Lundholm, Cecilia|Almqvist, Catarina|D'Onofrio, Brian M.|Larsson, Henrik|Landen, Mikael|Magnusson, Patrik K. E.","Viktorin, Alexander|Lichtenstein, Paul|Lundholm, Cecilia|Almqvist, Catarina|D'Onofrio, Brian M.|Larsson, Henrik|Landen, Mikael|Magnusson, Patrik K. E."
WOS:000373428800106,MEDICAID COVERAGE AND CONTINUITY FOR JUVENILE JUSTICE INVOLVED YOUTH,"Anderson, VR|Wang, Y|Tu, W|Rosenman, M|Aalsma, M","Anderson, VR|Wang, Y|Tu, W|Rosenman, M|Aalsma, M","Anderson, Valerie Rose|Wang, Yu|Tu, Wanzhu|Rosenman, Marc|Aalsma, Matthew","Anderson, Valerie Rose|Wang, Yu|Tu, Wanzhu|Rosenman, Marc|Aalsma, Matthew"
WOS:000373428800105,RISK TO WHOM? GENDER AS AN ECOLOGICAL CONTEXT IN THE JUVENILE JUSTICE SYSTEM,"Anderson, VR|Davidson, WS|Aalsma, MC","Anderson, VR|Davidson, WS|Aalsma, MC","Anderson, Valerie Rose|Davidson, William S.|Aalsma, Matthew C.","Anderson, Valerie Rose|Davidson, William S.|Aalsma, Matthew C."
WOS:000373428800163,PERCEIVED PARENTAL SUPPORT AS A PREDICTOR OF TEEN SEXUAL BEHAVIOR,"Etter, D|Aalsma, M|Schwartz, K|Sieferman, C|Peters, E","Etter, D|Aalsma, M|Schwartz, K|Sieferman, C|Peters, E","Etter, Dillon|Aalsma, Matthew|Schwartz, Katherine|Sieferman, Casey|Peters, Elena","Etter, Dillon|Aalsma, Matthew|Schwartz, Katherine|Sieferman, Casey|Peters, Elena"
WOS:000373428800108,"MENTAL HEALTH AND SUBSTANCE-RELATED TREATMENT UTILIZATION, DROPOUT, AND CONTINUITY OF CARE AMONG DETAINED ADOLESCENTS: A 14-YEAR LONGITUDINAL STUDY","White, LM|McGrew, JH|Aalsma, MC","White, LM|McGrew, JH|Aalsma, MC","White, Laura M.|McGrew, John H.|Aalsma, Matthew C.","White, Laura M.|McGrew, John H.|Aalsma, Matthew C."
WOS:000373428800188,USE OF AN ELECTRONIC SCREENER TO ASSESS REPRODUCTIVE HEALTH CARE NEEDS AND PROMPT PHYSICIAN DELIVERY OF RECOMMENDED SERVICES AMONG YOUTH IN PRIMARY CARE,"Williams, RL|Etter, DJ|Ouyang, FQ|Gilbert, AL|Hall, JA|Tu, WZ|Downs, SM|Aalsma, MC","Williams, RL|Etter, DJ|Ouyang, FQ|Gilbert, AL|Hall, JA|Tu, WZ|Downs, SM|Aalsma, MC","Williams, Rebekah L.|Etter, Dillon J.|Ouyang, Fangqian|Gilbert, Amy L.|Hall, James A.|Tu, Wanzhu|Downs, Stephen M.|Aalsma, Matthew C.","Williams, Rebekah L.|Etter, Dillon J.|Ouyang, Fangqian|Gilbert, Amy L.|Hall, James A.|Tu, Wanzhu|Downs, Stephen M.|Aalsma, Matthew C."
WOS:000373428800114,CLINICAL INTERVENTION RATES IN RESPONSE TO POSITIVE PHQ-2 AND PHQ-9 DEPRESSION SCREENS WITH ADOLESCENTS IN A PRIMARY CARE SETTING,"Zerr, A|Etter, D|Ouyang, FQ|Gilbert, A|Williams, R|Hall, J|Tu, WZ|Downs, S|Aalsma, M","Zerr, A|Etter, D|Ouyang, FQ|Gilbert, A|Williams, R|Hall, J|Tu, WZ|Downs, S|Aalsma, M","Zerr, Ashley|Etter, Dillon|Ouyang, Fangqian|Gilbert, Amy|Williams, Rebekah|Hall, James|Tu, Wanzhu|Downs, Steve|Aalsma, Matthew","Zerr, Ashley|Etter, Dillon|Ouyang, Fangqian|Gilbert, Amy|Williams, Rebekah|Hall, James|Tu, Wanzhu|Downs, Steve|Aalsma, Matthew"
WOS:000372086600014,p63 expression confers significantly better survival outcomes in high-risk diffuse large B-cell lymphoma and demonstrates p53-like and p53-independent tumor suppressor function,"Xu-Monette, ZY|Zhang, SX|Li, X|Manyam, GC|Wang, XX|Xia, Y|Visco, C|Tzankov, A|Zhang, L|Montes-Moreno, S|Dybkaer, K|Chiu, A|Orazi, A|Zu, YL|Bhagat, G|Richards, KL|Hsi, ED|Choi, WWL|van Krieken, JH|Huh, J|Ponzoni, M|Ferreri, AJM|Zhao, XY|Moller, MB|Parsons, BM|Winter, JN|Piris, MA|Medeiros, LJ|Young, KH","Xu-Monette, ZY|Zhang, SX|Li, X|Manyam, GC|Wang, XX|Xia, Y|Visco, C|Tzankov, A|Zhang, L|Montes-Moreno, S|Dybkaer, K|Chiu, A|Orazi, A|Zu, YL|Bhagat, G|Richards, KL|Hsi, ED|Choi, WWL|van Krieken, JH|Huh, J|Ponzoni, M|Ferreri, AJM|Zhao, XY|Moller, MB|Parsons, BM|Winter, JN|Piris, MA|Medeiros, LJ|Young, KH","Xu-Monette, Zijun Y.|Zhang, Shanxiang|Li, Xin|Manyam, Ganiraju C.|Wang, Xiao-xiao|Xia, Yi|Visco, Carlo|Tzankov, Alexandar|Zhang, Li|Montes-Moreno, Santiago|Dybkaer, Karen|Chiu, April|Orazi, Attilio|Zu, Youli|Bhagat, Govind|Richards, Kristy L.|Hsi, Eric D.|Choi, William W. L.|van Krieken, J. Han|Huh, Jooryung|Ponzoni, Maurilio|Ferreri, Andres J. M.|Zhao, Xiaoying|Moller, Michael B.|Parsons, Ben M.|Winter, Jane N.|Piris, Miguel A.|Medeiros, L. Jeffrey|Young, Ken H.","Xu-Monette, Zijun Y.|Zhang, Shanxiang|Li, Xin|Manyam, Ganiraju C.|Wang, Xiao-xiao|Xia, Yi|Visco, Carlo|Tzankov, Alexandar|Zhang, Li|Montes-Moreno, Santiago|Dybkaer, Karen|Chiu, April|Orazi, Attilio|Zu, Youli|Bhagat, Govind|Richards, Kristy L.|Hsi, Eric D.|Choi, William W. L.|van Krieken, J. Han|Huh, Jooryung|Ponzoni, Maurilio|Ferreri, Andres J. M.|Zhao, Xiaoying|Moller, Michael B.|Parsons, Ben M.|Winter, Jane N.|Piris, Miguel A.|Medeiros, L. Jeffrey|Young, Ken H."
WOS:000369998900018,Gender-Specific Effects of Mood on Alcohol-Seeking Behaviors: Preliminary Findings Using Intravenous Alcohol Self-Administration,"Cyders, MA|VanderVeen, JD|Plawecki, M|Millward, JB|Hays, J|Kareken, DA|O'Connor, S","Cyders, MA|VanderVeen, JD|Plawecki, M|Millward, JB|Hays, J|Kareken, DA|O'Connor, S","Cyders, Melissa A.|VanderVeen, J. Davis|Plawecki, Martin|Millward, James B.|Hays, James|Kareken, David A.|O'Connor, Sean","Cyders, Melissa A.|VanderVeen, J. Davis|Plawecki, Martin|Millward, James B.|Hays, James|Kareken, David A.|O'Connor, Sean"
WOS:000369998900020,Involvement of the GABA(A) Receptor in Age-Dependent Differences in Binge-Like Ethanol Intake,"Quoilin, C|Boehm, SL","Quoilin, C|Boehm, SL","Quoilin, Caroline|Boehm, Stephen L., II","Quoilin, Caroline|Boehm, Stephen L., II"
WOS:000369472200012,"The effects of alcohol, cannabis, and cigarette use on the initiation, reinitiation and persistence of non-medical use of opioids, sedatives, and tranquilizers in adults","Arterberry, BJ|Horbal, SR|Buu, B|Lin, HC","Arterberry, BJ|Horbal, SR|Buu, B|Lin, HC","Arterberry, Brooke J.|Horbal, Steven R.|Buu, Banne|Lin, Hsien-Chang","Arterberry, Brooke J.|Horbal, Steven R.|Buu, Banne|Lin, Hsien-Chang"
WOS:000368595300030,Parent and Adolescent Views on Barriers to Adolescent Preventive Health Care Utilization,"Aalsma, MC|Gilbert, AL|Xiao, S|Rickert, VI","Aalsma, MC|Gilbert, AL|Xiao, S|Rickert, VI","Aalsma, Matthew C.|Gilbert, Amy Lewis|Xiao, Shan|Rickert, Vaughn I.","Aalsma, Matthew C.|Gilbert, Amy Lewis|Xiao, Shan|Rickert, Vaughn I."
WOS:000368692600123,RIFAMPIN MODULATION OF XENO-AND ENDO-BIOTIC CONJUGATING ENZYME MRNA EXPRESSION IN HUMAN HEPATOCYTES.,"Gufford, BT|Gao, H|Lin, H|Liu, Y|Desta, Z|Skaar, TC","Gufford, BT|Gao, H|Lin, H|Liu, Y|Desta, Z|Skaar, TC","Gufford, B. T.|Gao, H.|Lin, H.|Liu, Y.|Desta, Z.|Skaar, T. C.","Gufford, B. T.|Gao, H.|Lin, H.|Liu, Y.|Desta, Z.|Skaar, T. C."
WOS:000371507300004,The Punishment Gap: School Suspension and Racial Disparities in Achievement,"Morris, EW|Perry, BL","Morris, EW|Perry, BL","Morris, Edward W.|Perry, Brea L.","Morris, Edward W.|Perry, Brea L."
WOS:000369180000006,Neural Mechanisms of Credit Assignment in a Multicue Environment,"Akaishi, R|Kolling, N|Brown, JW|Rushworth, M","Akaishi, R|Kolling, N|Brown, JW|Rushworth, M","Akaishi, Rei|Kolling, Nils|Brown, Joshua W.|Rushworth, Matthew","Akaishi, Rei|Kolling, Nils|Brown, Joshua W.|Rushworth, Matthew"
WOS:000369527800151,Impact of Genetic Reduction of NMNAT2 on Chemotherapy-Induced Losses in Cell Viability In Vitro and Peripheral Neuropathy In Vivo,"Slivicki, RA|Ali, YO|Lu, HC|Hohmann, AG","Slivicki, RA|Ali, YO|Lu, HC|Hohmann, AG","Slivicki, Richard A.|Ali, Yousuf O.|Lu, Hui-Chen|Hohmann, Andrea G.","Slivicki, Richard A.|Ali, Yousuf O.|Lu, Hui-Chen|Hohmann, Andrea G."
WOS:000368388800001,Perspectives of family medicine physicians on the importance of adolescent preventive care: a multivariate analysis,"Taylor, JL|Aalsma, MC|Gilbert, AL|Hensel, DJ|Rickert, VI","Taylor, JL|Aalsma, MC|Gilbert, AL|Hensel, DJ|Rickert, VI","Taylor, Jaime L.|Aalsma, Matthew C.|Gilbert, Amy L.|Hensel, Devon J.|Rickert, Vaughn I.","Taylor, Jaime L.|Aalsma, Matthew C.|Gilbert, Amy L.|Hensel, Devon J.|Rickert, Vaughn I."
WOS:000367996700028,Dependent Coverage under the ACA and Medicaid Coverage for Childbirth,"Antwi, YA|Ma, J|Simon, K|Carroll, A","Antwi, YA|Ma, J|Simon, K|Carroll, A","Antwi, Yaa Akosa|Ma, Jie|Simon, Kosali|Carroll, Aaron","Antwi, Yaa Akosa|Ma, Jie|Simon, Kosali|Carroll, Aaron"
WOS:000371380000013,Findings from a mixed-methods study of an interprofessional faculty development program,"Abu-Rish Blakeney, E|Pfeifle, A|Jones, M|Hall, LW|Zierler, BK","Abu-Rish Blakeney, E|Pfeifle, A|Jones, M|Hall, LW|Zierler, BK","Abu-Rish Blakeney, Erin|Pfeifle, Andrea|Jones, Mandy|Hall, Leslie Walter|Zierler, Brenda K.","Abu-Rish Blakeney, Erin|Pfeifle, Andrea|Jones, Mandy|Hall, Leslie Walter|Zierler, Brenda K."
WOS:000391958400008,"Usability and Workflow Evaluation of ""RhEumAtic Disease activitY"" (READY) A Mobile Application for Rheumatology Patients and Providers","Yen, PY|Lara, B|Lopetegui, M|Bharat, A|Ardoin, S|Johnson, B|Mathur, P|Embi, PJ|Curtis, JR","Yen, PY|Lara, B|Lopetegui, M|Bharat, A|Ardoin, S|Johnson, B|Mathur, P|Embi, PJ|Curtis, JR","Yen, Po-Yin|Lara, Barbara|Lopetegui, Marcelo|Bharat, Aseem|Ardoin, Stacy|Johnson, Bernadette|Mathur, Puneet|Embi, Peter J.|Curtis, Jeffrey R.","Yen, Po-Yin|Lara, Barbara|Lopetegui, Marcelo|Bharat, Aseem|Ardoin, Stacy|Johnson, Bernadette|Mathur, Puneet|Embi, Peter J.|Curtis, Jeffrey R."
WOS:000390749602447,Using A Teaching Electronic Medical Record For Assessing Medicine Residents In The Care Of Critically Ill Patients: A Pilot Study,"Smith, J|Carlos, WG|Litzelman, D","Smith, J|Carlos, WG|Litzelman, D","Smith, J.|Carlos, W. G.|Litzelman, D.","Smith, J.|Carlos, W. G.|Litzelman, D."
WOS:000386008200004,"Sexting among singles in the USA: prevalence of sending, receiving, and sharing sexual messages and images","Garcia, JR|Gesselman, AN|Siliman, SA|Perry, BL|Coe, K|Fisher, HE","Garcia, JR|Gesselman, AN|Siliman, SA|Perry, BL|Coe, K|Fisher, HE","Garcia, Justin R.|Gesselman, Amanda N.|Siliman, Shadia A.|Perry, Brea L.|Coe, Kathryn|Fisher, Helen E.","Garcia, Justin R.|Gesselman, Amanda N.|Siliman, Shadia A.|Perry, Brea L.|Coe, Kathryn|Fisher, Helen E."
WOS:000384539800003,Transitioning From Cigarettes to Electronic Cigarettes Increases Alcohol Consumption,"Hershberger, AR|VanderVeen, JD|Karyadi, KA|Cyders, MA","Hershberger, AR|VanderVeen, JD|Karyadi, KA|Cyders, MA","Hershberger, Alexandra R.|VanderVeen, J. Davis|Karyadi, Kenny A.|Cyders, Melissa A.","Hershberger, Alexandra R.|VanderVeen, J. Davis|Karyadi, Kenny A.|Cyders, Melissa A."
WOS:000378137300002,State all-driver distracted driving laws and high school students' texting while driving behavior,"Qiao, N|Bell, TM","Qiao, N|Bell, TM","Qiao, Nan|Bell, Teresa Maria","Qiao, Nan|Bell, Teresa Maria"
WOS:000376163500010,Examining Risk for Frequent Cocaine Use: Focus on an African American Treatment Population,"Zapolski, TCB|Baldwin, P|Lejuez, CW","Zapolski, TCB|Baldwin, P|Lejuez, CW","Zapolski, Tamika Chere Barkley|Baldwin, Patrick|Lejuez, Carl W.","Zapolski, Tamika Chere Barkley|Baldwin, Patrick|Lejuez, Carl W."
WOS:000375482600008,School Factors and Alcohol Use: The Moderating Effect of Nativity in a National Sample of Latino Adolescents,"Vaughan, EL|Martinez, S|Escobar, OS|Denton, LK","Vaughan, EL|Martinez, S|Escobar, OS|Denton, LK","Vaughan, Ellen L.|Martinez, Sylvia|Escobar, Oscar S.|Denton, Lisa K.","Vaughan, Ellen L.|Martinez, Sylvia|Escobar, Oscar S.|Denton, Lisa K."
WOS:000373990700009,Love moderates the relationship between partner type and condom use among women engaging in transactional vaginal sex,"Roth, AM|Rosenberger, JG|Hensel, DJ|Wiehe, SE|Fortenberry, JD|Wagner, KD","Roth, AM|Rosenberger, JG|Hensel, DJ|Wiehe, SE|Fortenberry, JD|Wagner, KD","Roth, Alexis M.|Rosenberger, Joshua G.|Hensel, Devon J.|Wiehe, Sarah E.|Fortenberry, J. Dennis|Wagner, Karla D.","Roth, Alexis M.|Rosenberger, Joshua G.|Hensel, Devon J.|Wiehe, Sarah E.|Fortenberry, J. Dennis|Wagner, Karla D."
WOS:000369694700016,Little Change Seen In Part-Time Employment As A Result Of The Affordable Care Act,"Moriya, AS|Selden, TM|Simon, KI","Moriya, AS|Selden, TM|Simon, KI","Moriya, Asako S.|Selden, Thomas M.|Simon, Kosali I.","Moriya, Asako S.|Selden, Thomas M.|Simon, Kosali I."
WOS:000368211600013,"The Relationships of Cigarette and Alcohol Use With the Initiation, Reinitiation, and Persistence of Cannabis Use","Lin, HC|Jester, JM|Buu, A","Lin, HC|Jester, JM|Buu, A","Lin, Hsien-Chang|Jester, Jennifer M.|Buu, Anne","Lin, Hsien-Chang|Jester, Jennifer M.|Buu, Anne"
WOS:000367335600007,The Research RVU (rRVU): In Search of a Methodology to Incentivize and Compensate Clinicians for Participation in Clinical Research Activities Reply,"Embi, PJ|Tsevat, J","Embi, PJ|Tsevat, J","Embi, Peter J.|Tsevat, Joel","Embi, Peter J.|Tsevat, Joel"
WOS:000366646700024,Hierarchical error representation in medial prefrontal cortex,"Zarr, N|Brown, JW","Zarr, N|Brown, JW","Zarr, Noah|Brown, Joshua W.","Zarr, Noah|Brown, Joshua W."
WOS:000373234900010,Analysis of biofluids by paper spray MS: advances and challenges,"Manicke, NE|Bills, BJ|Zhang, CS","Manicke, NE|Bills, BJ|Zhang, CS","Manicke, Nicholas E.|Bills, Brandon J.|Zhang, Chengsen","Manicke, Nicholas E.|Bills, Brandon J.|Zhang, Chengsen"
WOS:000367703400040,Rapid Measurement of Cyclosporine and Sirolimus in Whole Blood by Paper Spray-Tandem Mass Spectrometry,"Shi, RZ|El Gierari, ETM|Faix, JD|Manicke, NE","Shi, RZ|El Gierari, ETM|Faix, JD|Manicke, NE","Shi, Run-Zhang|El Gierari, El Taher M.|Faix, James D.|Manicke, Nicholas E.","Shi, Run-Zhang|El Gierari, El Taher M.|Faix, James D.|Manicke, Nicholas E."
WOS:000369694700015,Medicaid Expansion Did Not Result In Significant Employment Changes Or Job Reductions In 2014,"Gooptu, A|Moriya, AS|Simon, KI|Sommers, BD","Gooptu, A|Moriya, AS|Simon, KI|Sommers, BD","Gooptu, Angshuman|Moriya, Asako S.|Simon, Kosali I.|Sommers, Benjamin D.","Gooptu, Angshuman|Moriya, Asako S.|Simon, Kosali I.|Sommers, Benjamin D."
WOS:000365377100003,Combined expectancies of alcohol and e-cigarette use relate to higher alcohol use,"Hershberger, AR|Karyadi, KA|VanderVeen, JD|Cyders, MA","Hershberger, AR|Karyadi, KA|VanderVeen, JD|Cyders, MA","Hershberger, Alexandra R.|Karyadi, Kenny A.|VanderVeen, J. Davis|Cyders, Melissa A.","Hershberger, Alexandra R.|Karyadi, Kenny A.|VanderVeen, J. Davis|Cyders, Melissa A."
WOS:000369163600008,Epidemiology of Sexually Transmitted Infections Among Offenders Following Arrest or Incarceration,"Wiehe, SE|Rosenman, MB|Aalsma, MC|Scanlon, ML|Fortenberry, JD","Wiehe, SE|Rosenman, MB|Aalsma, MC|Scanlon, ML|Fortenberry, JD","Wiehe, Sarah E.|Rosenman, Marc B.|Aalsma, Matthew C.|Scanlon, Michael L.|Fortenberry, J. Dennis","Wiehe, Sarah E.|Rosenman, Marc B.|Aalsma, Matthew C.|Scanlon, Michael L.|Fortenberry, J. Dennis"
WOS:000368689600002,Elucidating the Association Between Trait Mindfulness and Alcohol Use Behaviors Among College Students,"Karyadi, KA|Cyders, MA","Karyadi, KA|Cyders, MA","Karyadi, Kenny A.|Cyders, Melissa A.","Karyadi, Kenny A.|Cyders, Melissa A."
WOS:000368441000013,"""Smoker's Paradox"" in Patients Treated for Severe Injuries: Lower Risk of Mortality After Trauma Observed in Current Smokers","Bell, TM|Bayt, DR|Zarzaur, BL","Bell, TM|Bayt, DR|Zarzaur, BL","Bell, Teresa M.|Bayt, Demetria R.|Zarzaur, Ben L.","Bell, Teresa M.|Bayt, Demetria R.|Zarzaur, Ben L."
WOS:000367106300008,Epidemiology and cause-specific outcomes of facial fracture in hospitalized children,"Soleimani, T|Greathouse, ST|Bell, TM|Fernandez, SI|O'Neil, J|Flores, RL|Tholpady, SS","Soleimani, T|Greathouse, ST|Bell, TM|Fernandez, SI|O'Neil, J|Flores, RL|Tholpady, SS","Soleimani, Tahereh|Greathouse, S. Travis|Bell, Teresa M.|Fernandez, Sarah I.|O'Neil, Joseph|Flores, Roberto L.|Tholpady, Sunil S.","Soleimani, Tahereh|Greathouse, S. Travis|Bell, Teresa M.|Fernandez, Sarah I.|O'Neil, Joseph|Flores, Roberto L.|Tholpady, Sunil S."
WOS:000366820900001,Psychometric Properties of the Spanish Version of the UPPS P Impulsive Behavior Scale: A Rasch Rating Scale Analysis and Confirmatory Factor Analysis,"Pilatti, A|Lozano, OM|Cyders, MA","Pilatti, A|Lozano, OM|Cyders, MA","Pilatti, Angelina|Lozano, Oscar M.|Cyders, Melissa A.","Pilatti, Angelina|Lozano, Oscar M.|Cyders, Melissa A."
WOS:000366441100003,Predictors of functional limitation trajectories after injury in a nationally representative US older adult population,"Bell, TM|Wang, JL|Nolly, R|Ozdenerol, E|Relyea, G|Zarzaur, BL","Bell, TM|Wang, JL|Nolly, R|Ozdenerol, E|Relyea, G|Zarzaur, BL","Bell, Teresa M.|Wang, Junling|Nolly, Robert|Ozdenerol, Esra|Relyea, George|Zarzaur, Ben L.","Bell, Teresa M.|Wang, Junling|Nolly, Robert|Ozdenerol, Esra|Relyea, George|Zarzaur, Ben L."
WOS:000218914000003,Career choices and global health engagement: 24-year follow-up of U.S. participants in the Indiana University-Moi University elective,"Umoren, RA|Gardner, A|Stone, GS|Helphinstine, J|Machogu, EP|Huskins, JC|Johnson, CS|Ayuo, PO|Mining, S|Litzelman, DK","Umoren, RA|Gardner, A|Stone, GS|Helphinstine, J|Machogu, EP|Huskins, JC|Johnson, CS|Ayuo, PO|Mining, S|Litzelman, DK","Umoren, Rachel A.|Gardner, Adrian|Stone, Geren S.|Helphinstine, Jill|Machogu, Emily P.|Huskins, Jordan C.|Johnson, Cynthia S.|Ayuo, Paul O.|Mining, Simeon|Litzelman, Debra K.","Umoren, Rachel A.|Gardner, Adrian|Stone, Geren S.|Helphinstine, Jill|Machogu, Emily P.|Huskins, Jordan C.|Johnson, Cynthia S.|Ayuo, Paul O.|Mining, Simeon|Litzelman, Debra K."
WOS:000364764200031,Needle Exchange Programs for HIV Outbreaks,"Silverman, RD|Meyerson, B|Priest, CF","Silverman, RD|Meyerson, B|Priest, CF","Silverman, Ross D.|Meyerson, Beth|Priest, Caitlin F.","Silverman, Ross D.|Meyerson, Beth|Priest, Caitlin F."
WOS:000365553600008,Protracted effects of chronic stress on serotonin-dependent thermoregulation,"Natarajan, R|Northrop, NA|Yamamoto, BK","Natarajan, R|Northrop, NA|Yamamoto, BK","Natarajan, Reka|Northrop, Nicole A.|Yamamoto, Bryan K.","Natarajan, Reka|Northrop, Nicole A.|Yamamoto, Bryan K."
WOS:000366463300006,Negative Urgency Mediates the Relationship between Amygdala and Orbitofrontal Cortex Activation to Negative Emotional Stimuli and General Risk-Taking,"Cyders, MA|Dzemidzic, M|Eiler, WJ|Coskunpinar, A|Karyadi, KA|Kareken, DA","Cyders, MA|Dzemidzic, M|Eiler, WJ|Coskunpinar, A|Karyadi, KA|Kareken, DA","Cyders, Melissa A.|Dzemidzic, Mario|Eiler, William J.|Coskunpinar, Ayca|Karyadi, Kenny A.|Kareken, David A.","Cyders, Melissa A.|Dzemidzic, Mario|Eiler, William J.|Coskunpinar, Ayca|Karyadi, Kenny A.|Kareken, David A."
WOS:000365306100003,"The Theory of Industrial Society and Cultural Schemata: Does the ""Cultural Myth of Stigma"" Underlie the WHO Schizophrenia Paradox?","Pescosolido, BA|Martin, JK|Olafsdottir, S|Long, JS|Kafadar, K|Medina, TR","Pescosolido, BA|Martin, JK|Olafsdottir, S|Long, JS|Kafadar, K|Medina, TR","Pescosolido, Bernice A.|Martin, Jack K.|Olafsdottir, Sigrun|Long, J. Scott|Kafadar, Karen|Medina, Tait R.","Pescosolido, Bernice A.|Martin, Jack K.|Olafsdottir, Sigrun|Long, J. Scott|Kafadar, Karen|Medina, Tait R."
WOS:000364978800020,The intergenerational transmission of suicidal behavior: a children of twins and siblings study,"Bramson, L|Rickert, M|Class, Q|Larsson, H|Lichtenstein, P|D'Onofrio, B","Bramson, L|Rickert, M|Class, Q|Larsson, H|Lichtenstein, P|D'Onofrio, B","Bramson, Lauren|Rickert, Martin|Class, Quetzal|Larsson, Henrik|Lichtenstein, Paul|D'Onofrio, Brian","Bramson, Lauren|Rickert, Martin|Class, Quetzal|Larsson, Henrik|Lichtenstein, Paul|D'Onofrio, Brian"
WOS:000364978800051,Maternal body mass index and offspring fetal growth: a cousin- and sibling-comparison study,"D'Onofrio, B|Oberg, A|Class, Q|Rickert, M|Bramson, L|Almqvist, C|Larsson, H|Lichtenstein, P","D'Onofrio, B|Oberg, A|Class, Q|Rickert, M|Bramson, L|Almqvist, C|Larsson, H|Lichtenstein, P","D'Onofrio, Brian|Oberg, Anna|Class, Quetzal|Rickert, Martin|Bramson, Lauren|Almqvist, Catarina|Larsson, Henrik|Lichtenstein, Paul","D'Onofrio, Brian|Oberg, Anna|Class, Quetzal|Rickert, Martin|Bramson, Lauren|Almqvist, Catarina|Larsson, Henrik|Lichtenstein, Paul"
