Abstract,Associated Group,Author Identifiers,Authors,Authors (Full Names),Beginning Page,BIOSIS Citation Index,Book Author,Book Author Fullname,Book DOI,Book Group Authors,Book Series Subtitle,Book Series Title,Chinese Science Citation DB,Cited Patent,Cited Reference Count,Cited References,City of Publisher,Conference Dates,Conference Host,Conference Location,Conference Sponsors,Conference Title,Document Type,DOI,E-mail Addresses,Edited by,Editors,Ending Page,File Type,Funding Agency and Grant Number,Funding Text,Group Authors,ISBN,ISI Document Delivery Number,ISSN,Issue,Journal Name (Abbreviated ISO),Journal Name (Abbreviated),Journal Title (Full),Language,Meeting Abstract,New Article Number,New ISI Keywords,Number of Pages,ORCID Number,Original Keywords,Part Number,Publication Date,Publication Type,Publication Year,Publisher,Publisher Address,Publisher Web Address,Reprint Address,Research Addresses,Research Field,Researcher ID,SC:ELO Citation Index,Special Issue,Subject Category,Supplement,Times Cited,Title,Total Times Cited,Translated Title,Unique ID,Version Number,Volume,EI,PM,File Name,Cite Me As
,,"Melon, Laverne/B-8208-2013","Boehm, SL|Kasten, CR|Linsenbardt, DN|Melon, LC|Vore, AS","Boehm, Stephen L., II|Kasten, Chelsea R.|Linsenbardt, David N.|Melon, Laverne C.|Vore, A. S.",24A,-1,,,,,,,-1,,-1,,,"JUN 23-27, 2012",,"San Francisco, CA",,35th Annual Scientific Meeting of the Research-Society-on-Alcoholism (RSA),Meeting Abstract,,,,,24A,Clarivate Analytics Web of Science,,,,,,0145-6008,,,,ALCOHOLISM-CLINICAL AND EXPERIMENTAL RESEARCH,,,,,-1,,,,JUN,J,2012,,,,,,Substance Abuse,,-1,SI,Substance Abuse,1,0,FREE-CHOICE ETHANOL ACCESS AND DAILY ETHANOL INJECTIONS DO NOT ALTER LOCOMOTOR RESPONSE IN CROSSED HIGH-ALCOHOL PREFERRING MICE,0,,WOS:000304806000055,1,36,,,C:\Users\mginda\Desktop\agc1\wos-extract.isi,"Kasten CR, 2012, V36, P24A"
,,,"Boehm, SL|Linsenbardt, DN|Vore, AS","Boehm, Stephen L., II|Linsenbardt, David N.|Vore, A. S.",93A,-1,,,,,,,-1,,-1,,,"JUN 23-27, 2012",,"San Francisco, CA",,35th Annual Scientific Meeting of the Research-Society-on-Alcoholism (RSA),Meeting Abstract,,,,,93A,Clarivate Analytics Web of Science,,,,,,0145-6008,,,,ALCOHOLISM-CLINICAL AND EXPERIMENTAL RESEARCH,,,,,-1,,,,JUN,J,2012,,,,,,Substance Abuse,,-1,SI,Substance Abuse,1,0,DETERMINING THE HERITABILITY OF LOCOMOTOR SENSITIZATION TO ETHANOL AND ITS RELATIONSHIP TO ETHANOL'S POSITIVE MOTIVATIONAL EFFECTS IN MICE,0,,WOS:000304806000330,1,36,,,C:\Users\mginda\Desktop\agc1\wos-extract.isi,"Linsenbardt DN, 2012, V36, P93A"
,,"Melon, Laverne/B-8208-2013","Boehm, SL|Melon, LC|Stahl, RM","Boehm, Stephen L., II|Melon, Laverne C.|Stahl, Ryan Michael",112A,-1,,,,,,,-1,,-1,,,"JUN 23-27, 2012",,"San Francisco, CA",,35th Annual Scientific Meeting of the Research-Society-on-Alcoholism (RSA),Meeting Abstract,,,,,112A,Clarivate Analytics Web of Science,,,,,,0145-6008,,,,ALCOHOLISM-CLINICAL AND EXPERIMENTAL RESEARCH,,,,,-1,,,,JUN,J,2012,,,,,,Substance Abuse,,-1,SI,Substance Abuse,1,0,SEX DIFFERENCES IN THE EFFECT OF BINGE DRINKING HISTORY ON ALCOHOL PREFERENCE AND ANXIETY-LIKE BEHAVIOR IN C57BL/6J MICE,0,,WOS:000304806001002,1,36,,,C:\Users\mginda\Desktop\agc1\wos-extract.isi,"Melon LC, 2012, V36, P112A"
,,,"Boehm, SL|Fritz, BM","Boehm, Stephen L., III|Fritz, Brandon M.",184A,-1,,,,,,,-1,,-1,,,"JUN 23-27, 2012",,"San Francisco, CA",,35th Annual Scientific Meeting of the Research-Society-on-Alcoholism (RSA),Meeting Abstract,,,,,184A,Clarivate Analytics Web of Science,,,,,,0145-6008,,,,ALCOHOLISM-CLINICAL AND EXPERIMENTAL RESEARCH,,,,,-1,,,,JUN,J,2012,,,,,,Substance Abuse,,-1,SI,Substance Abuse,1,0,THE ROLE OF EXTRASYNAPTIC GABA(A) RECEPTORS IN THE ALCOHOL CONSUMPTION BEHAVIOR OF MICE SELECTIVELY BRED FOR HIGH ALCOHOL PREFEREENCE DRINKING,0,,WOS:000304806001285,1,36,,,C:\Users\mginda\Desktop\agc1\wos-extract.isi,"Fritz BM, 2012, V36, P184A"
,,"Melon, Laverne/B-8208-2013","Boehm, SL|Melon, LC|Nolan, ZT","Boehm, Stephen L., III|Melon, Laverne C.|Nolan, Zachary T.",184A,-1,,,,,,,-1,,-1,,,"JUN 23-27, 2012",,"San Francisco, CA",,35th Annual Scientific Meeting of the Research-Society-on-Alcoholism (RSA),Meeting Abstract,,,,,184A,Clarivate Analytics Web of Science,,,,,,0145-6008,,,,ALCOHOLISM-CLINICAL AND EXPERIMENTAL RESEARCH,,,,,-1,,,,JUN,J,2012,,,,,,Substance Abuse,,-1,SI,Substance Abuse,1,1,ACTIVATION OF GABA(A) RECEPTORS AND INHIBITION OF NEUROSTEROID SYNTHESIS HAVE SEPARABLE ESTROUS-DEPENDENT EFFECTS ON BINGE DRINKING IN FEMALE MICE,1,,WOS:000304806001284,1,36,,,C:\Users\mginda\Desktop\agc1\wos-extract.isi,"Melon LC, 2012, V36, P184A"
"Background: Clinical trials are the primary mechanism for advancing clinical care and evidenced-based practice, yet challenges with the recruitment of participants for such trials are widely recognized as a major barrier to these types of studies. Data warehouses (DW) store large amounts of heterogenous clinical data that can be used to enhance recruitment practices, but multiple challenges exist when using a data warehouse for such activities, due to the manner of collection, management, integration, analysis, and dissemination of the data. A critical step in leveraging the DW for recruitment purposes is being able to match trial eligibility criteria to discrete and semi-structured data types in the data warehouse, though trial eligibility criteria tend to be written without concern for their computability. We present the multi-modal evaluation of a web-based tool that can be used for pre-screening patients for clinical trial eligibility and assess the ability of this tool to be practically used for clinical research pre-screening and recruitment. Methods: The study used a validation study, usability testing, and a heuristic evaluation to evaluate and characterize the operational characteristics of the software as well as human factors affecting its use. Results: Clinical trials from the Division of Cardiology and the Department of Family Medicine were used for this multi-modal evaluation, which included a validation study, usability study, and a heuristic evaluation. From the results of the validation study, the software demonstrated a positive predictive value (PPV) of 54.12% and 0.7%, respectively, and a negative predictive value (NPV) of 73.3% and 87.5%, respectively, for two types of clinical trials. Heuristic principles concerning error prevention and documentation were characterized as the major usability issues during the heuristic evaluation. Conclusions: This software is intended to provide an initial list of eligible patients to a clinical study coordinators, which provides a starting point for further eligibility screening by the coordinator. Because this software has a high ""rule in"" ability, meaning that it is able to remove patients who are not eligible for the study, the use of an automated tool built to leverage an existing enterprise DW can be beneficial to determining eligibility and facilitating clinical trial recruitment through pre-screening. While the results of this study are promising, further refinement and study of this and related approaches to automated eligibility screening, including comparison to other approaches and stakeholder perceptions, are needed and future studies are planned to address these needs.",,"Yen, Po-Yin/E-4351-2011; Embi, Peter/E-3030-2011","Ding, J|Embi, PJ|Liu, JH|Payne, PRO|Pressler, TR|Yen, PY","Ding, Jing|Embi, Peter J.|Liu, Jianhua|Payne, Philip R. O.|Pressler, Taylor R.|Yen, Po-Yin",,-1,,,,,,,-1,,-1,,,,,,,,Article,10.1186/1472-6947-12-47,,,,,Clarivate Analytics Web of Science,,,,,,1472-6947,,,,BMC MEDICAL INFORMATICS AND DECISION MAKING,,,47,INFORMATION-SYSTEMS|BIOMEDICAL INFORMATICS|SUBJECT RECRUITMENT|HEALTH-CARE|TRIAL|CRITERIA|ENTERPRISE|NIH,-1,,Clinical trials as topic/Methods|Patient selection|Medical records systems|Computerized|Patients/Classification|User-computer interface,,30-May,J,2012,,,,,,Medical Informatics,,-1,,Medical Informatics,,10,Computational challenges and human factors influencing the design and use of clinical research participant eligibility pre-screening tools,10,,WOS:000306905100001,1,12,,22646313,C:\Users\mginda\Desktop\agc1\wos-extract.isi,"Pressler TR, 2012, V12, DOI 10.1186/1472-6947-12-47"
,,"Sweet, Kevin/E-4172-2011; Phelps, Mitch/H-3941-2013; Manickam, Kandamurugu/E-3585-2011","Embi, PJ|Jackson, RD|Kitzmiller, JP|Manickam, K|Marsh, CB|Phelps, MA|Sadee, W|Sweet, KM","Embi, Peter J.|Jackson, Rebecca D.|Kitzmiller, Joseph P.|Manickam, Kandamurugu|Marsh, Clay B.|Phelps, Mitch A.|Sadee, Wolfgang|Sweet, Kevin M.",751,-1,,,,,,,-1,,-1,,,,,,,,Editorial Material,10.2217/PGS.12.46,,,,756,Clarivate Analytics Web of Science,,,,,,1462-2416,7,,,PHARMACOGENOMICS,,,,POLYMORPHISM,-1,"Phelps, Mitch/0000-0002-1615-5280;",,,MAY,J,2012,,,,,,Pharmacology & Pharmacy,,-1,,Pharmacology & Pharmacy,,2,Program in Pharmacogenomics at the Ohio State University Medical Center,2,,WOS:000303694800011,1,13,,22594506,C:\Users\mginda\Desktop\agc1\wos-extract.isi,"Kitzmiller JP, 2012, V13, P751, DOI 10.2217/PGS.12.46"
"Background: The acute locomotor effects of voluntary ethanol (EtOH) intake in mice (stimulation/sedation) might be important behavioral indicators of an animals propensity to engage in EtOH consumption and/or EtOH seeking behaviors. Using a binge-like EtOH intake model dubbed Drinking-in-the-Dark (DID), we recently observed home cage locomotor stimulation in C57BL/6J mice during an acute EtOH intake session, but acute home cage locomotor sedation following repeated EtOH exposures. To determine the role of novelty and/or EtOH history on these previously described locomotor effects, and to determine the relationship between these variables on locomotor activity immediately following DID intake, we conducted 2 separate experiments. Methods: In experiment 1, mice were given access to either EtOH or water, and locomotor activity was monitored immediately afterwards. In experiment 2, mice were given 13 days access to EtOH or water solution while home cage locomotor activity was monitored. On the 14th day, half of the water consuming animals received EtOH access for the first time. On the 15th day, all animals received EtOH access, and locomotion was assessed afterwards in locomotor activity testing chambers. Results: In experiment 1, locomotor activity following DID was positively associated with EtOH intake and blood EtOH concentrations (BECs). In experiment 2, the group that received EtOH for the first time on the 14th day did not display locomotor stimulation. Locomotor activity following DID EtOH intake was positively associated with BECs in all groups regardless of EtOH history. Conclusions: These results suggest that (i) DID-induced locomotor stimulation in the home cage may involve relative familiarity with the DID procedures, and (ii) locomotor stimulation immediately following DID is directly related to the relative concentration of EtOH in blood; an effect that is not altered by prior EtOH history. These data add new evidence of the pharmacological actions of binge-like EtOH intake, and provide a basis by which we may explore the motivation and consequences of such binge consumption.",,,"Boehm, SL|Linsenbardt, DN","Boehm, Stephen L., II|Linsenbardt, David N.",887,-1,,,,,,,-1,,-1,,,,,,,,Article,10.1111/j.1530-0277.2011.01684.x,,,,894,Clarivate Analytics Web of Science,,,,,,0145-6008,5,,,ALCOHOLISM-CLINICAL AND EXPERIMENTAL RESEARCH,,,,AMPHETAMINE|SENSITIVITY|MICE,-1,,Alcohol|Mouse|Ethanol|Binge|Locomotor,,MAY,J,2012,,,,,,Substance Abuse,,-1,,Substance Abuse,,9,Role of Novelty and Ethanol History in Locomotor Stimulation Induced by Binge-Like Ethanol Intake,9,,WOS:000303388500017,1,36,,22150802,C:\Users\mginda\Desktop\agc1\wos-extract.isi,"Linsenbardt DN, 2012, V36, P887, DOI 10.1111/j.1530-0277.2011.01684.x"
"Most models exploring adolescent health behavior have focused on individual influences to understand behavior change. The goal of the current study was to assess the role of adolescent romantic partners on the expression of health behavior. Our sample utilized two waves of data from the US National Longitudinal Study of Adolescent Health, which included 80 romantic dyads (160 individuals). A longitudinal multilevel analysis was conducted. We assessed individual and romantic partner health-harming behaviors (i.e., delinquency, alcohol use, smoking, and marijuana use), health-protective behaviors (i.e., physical activity, physical inactivity, sleep patterns, seatbelt use, and contraception motivations), as well as the role of gender and age. Participants average age was 16 years at baseline. We found evidence for partner similarity and partner influence with the majority of health-harming behaviors. Specifically, partner influence was evident for smoking and alcohol use with partner influence approaching significance for marijuana use. We found limited evidence for partner similarity and partner influence for health-protective behaviors. The importance of assessing romantic dyads was evident in these data. Interventions focusing on health-harming behavior for adolescent populations are important public health goals. It is recommended that future intervention efforts with adolescent health-harming behaviors should target not only peers, but also consider the role of romantic partners. (C) 2012 Elsevier Ltd. All rights reserved.",,,"Aalsma, MC|Azzouz, F|Carpentier, MY|Fortenberry, JD","Aalsma, Matthew C.|Azzouz, Faouzi|Carpentier, Melissa Y.|Fortenberry, J. Dennis",1444,-1,,,,,,,-1,,-1,,,,,,,,Article,10.1016/j.socscimed.2012.01.014,,,,1451,Clarivate Analytics Web of Science,,,,,,0277-9536,9,,,SOCIAL SCIENCE & MEDICINE,,,,ANTISOCIAL-BEHAVIOR|RISK BEHAVIOR|PARTNER|DELINQUENCY|SELECTION|MODELS|ACTOR|AGE|INTERDEPENDENCE|SIMILARITY,-1,,USA|Adolescence|Health behavior|Romantic couples,,MAY,J,2012,,,,,,"Public, Environmental & Occupational Health|Social Sciences, Biomedical",,-1,,"Public, Environmental & Occupational Health; Biomedical Social Sciences",,9,Longitudinal effects of health-harming and health-protective behaviors within adolescent romantic dyads,9,,WOS:000303487700016,1,74,,22424832,C:\Users\mginda\Desktop\agc1\wos-extract.isi,"Aalsma MC, 2012, V74, P1444, DOI 10.1016/j.socscimed.2012.01.014"
,,"Sucharew, Heidi/M-4338-2015","Adeoye, O|Alwell, K|Embi, PJ|Ferioli, S|Flaherty, M|Kelley, B|Khatri, P|Khoury, J|Kissela, BM|Kleindorfer, DO|Lindsell, C|Moomaw, CJ|Rademacher, E|Sucharew, H|Woo, D","Adeoye, Opeolu|Alwell, Kathleen|Embi, Peter J.|Ferioli, Simona|Flaherty, Matthew|Kelley, Brendan|Khatri, Pooja|Khoury, Jane|Kissela, Brett M.|Kleindorfer, Dawn O.|Lindsell, Christopher|Moomaw, Charles J.|Rademacher, Eric|Sucharew, Heidi|Woo, Daniel",,-1,,,,,,,-1,,-1,,,"APR 21-28, 2012",,"New Orleans, LA",,64th Annual Meeting of the American-Academy-of-Neurology (AAN),Meeting Abstract,,,,,,Clarivate Analytics Web of Science,,,,,,0028-3878,,,,NEUROLOGY,,P07048,,,-1,,,,APR,J,2012,,,,,,Clinical Neurology,,-1,,Neurosciences & Neurology,1,0,Persistent Depression after Acute Stroke Predicts Dementia,0,,WOS:000303204804017,1,78,,,C:\Users\mginda\Desktop\agc1\wos-extract.isi,"Kelley B, 2012, V78"
,,"Sucharew, Heidi/M-4338-2015","Adeoye, O|Alwell, K|Embi, PJ|Ferioli, S|Flaherty, M|Kelley, B|Khatri, P|Khoury, J|Kissela, BM|Kleindorfer, DO|Lindsell, C|Moomaw, CJ|Rademacher, E|Sucharew, H|Woo, D","Adeoye, Opeolu|Alwell, Kathleen|Embi, Peter J.|Ferioli, Simona|Flaherty, Matthew|Kelley, Brendan|Khatri, Pooja|Khoury, Jane|Kissela, Brett M.|Kleindorfer, Dawn O.|Lindsell, Christopher|Moomaw, Charles J.|Rademacher, Eric|Sucharew, Heidi|Woo, Daniel",,-1,,,,,,,-1,,-1,,,"APR 21-28, 2012",,"New Orleans, LA",,64th Annual Meeting of the American-Academy-of-Neurology (AAN),Meeting Abstract,,,,,,Clarivate Analytics Web of Science,,,,,,0028-3878,,,,NEUROLOGY,,S53004,,,-1,,,,APR,J,2012,,,,,,Clinical Neurology,,-1,,Neurosciences & Neurology,1,0,Cognitive Outcome after Acute Stroke Does Not Correlate with Functional Outcome on Modified Rankin Scale,0,,WOS:000303204803155,1,78,,,C:\Users\mginda\Desktop\agc1\wos-extract.isi,"Kelley B, 2012, V78"
,,,"Adeoye, O|Alwell, K|Embi, PJ|Ferioli, S|Flaherty, M|Khatri, P|Khoury, J|Kissela, BM|Kleindorfer, DO|Lindsell, C|Moomaw, CJ|Rademacher, E|Woo, D","Adeoye, Opeolu|Alwell, Kathleen|Embi, Peter J.|Ferioli, Simona|Flaherty, Matthew|Khatri, Pooja|Khoury, Jane|Kissela, Brett M.|Kleindorfer, Dawn O.|Lindsell, Christopher|Moomaw, Charles J.|Rademacher, Eric|Woo, Daniel",,-1,,,,,,,-1,,-1,,,"APR 21-28, 2012",,"New Orleans, LA",,64th Annual Meeting of the American-Academy-of-Neurology (AAN),Meeting Abstract,,,,,,Clarivate Analytics Web of Science,,,,,,0028-3878,,,,NEUROLOGY,,P07047,,,-1,,,,APR,J,2012,,,,,,Clinical Neurology,,-1,,Neurosciences & Neurology,1,0,A Pilot Population-Based Outcomes Study Using a Health Information Exchange (HIE): Demographic Comparison of Groups,0,,WOS:000303204804016,1,78,,,C:\Users\mginda\Desktop\agc1\wos-extract.isi,"Kissela B, 2012, V78"
"Purpose: To understand how diversion of low-risk youth from juvenile detention affected screening practices for detained youth. Methods: In a 22-month cross-sectional study of 2,532 detainees (age, 13-18 years), mental health and sexually transmitted infection (STI) screening data were compared before and after the beginning of diversion efforts through implementation of a Risk Assessment Instrument (RAI). Results: Detention diversion resulted in a 30% census reduction. In a logistic regression, younger age (odds ratio [OR] = 1.10 for a 1-year increase; confidence interval [CI]: 1.03, 1.17), Hispanic versus white race/ethnicity (OR = .53; CI:.35,.82), and less severe crime (OR = .90 per 1 point; CI:.89,.91) predicted reduced likelihood of detention. Mental health and STI screening increased significantly after implementation of the RAI. Additionally, the rate of positive STI tests increased among detained males (9% pre-RAI to 14% after implementation of the RAI, p = .01). However, implementation of the RAI did not result in a significant increase in the number of positive mental health screens. Conclusions: Universal mental health and STI screening are increasingly common public health practices in detention centers. The results of this study indicate that juvenile justice diversion programming affects public health screening rates among detained youth in our population. Future study of the possible unintended consequences of criminal justice initiatives on public health outcomes is recommended. (C) 2012 Society for Adolescent Health and Medicine. All rights reserved.",,"Harezlak, Jaroslaw/P-8557-2014","Aalsma, MC|Blythe, MJ|Gudonis, LC|Harezlak, J|Jarjoura, GR|Rosenman, MB|Tong, Y","Aalsma, Matthew C.|Blythe, Margaret J.|Gudonis, Lauren C.|Harezlak, Jaroslaw|Jarjoura, G. Roger|Rosenman, Marc B.|Tong, Yan",365,-1,,,,,,,-1,,-1,,,,,,,,Article,10.1016/j.jadohealth.2011.08.013,,,,370,Clarivate Analytics Web of Science,,,,,,1054-139X,4,,,JOURNAL OF ADOLESCENT HEALTH,,,,PSYCHIATRIC-DISORDERS|CHLAMYDIA-TRACHOMATIS|ADOLESCENTS|JUSTICE|MAYSI-2|RISK|PREVALENCE|INSTRUMENT|BEHAVIOR|DISEASES,-1,"Harezlak, Jaroslaw/0000-0002-3070-7686",Juvenile justice|Detention|Mental health screening|Sexually transmitted infections,,APR,J,2012,,,,,,"Psychology, Developmental|Public, Environmental & Occupational Health|Pediatrics",,-1,,"Psychology; Public, Environmental & Occupational Health; Pediatrics",,3,The Consequences of Juvenile Detention Reform for Mental Health and Sexually Transmitted Infection Screening Among Detained Youth,3,,WOS:000301894500009,1,50,1879-1972,22443840,C:\Users\mginda\Desktop\agc1\wos-extract.isi,"Aalsma MC, 2012, V50, P365, DOI 10.1016/j.jadohealth.2011.08.013"
"Objectives: Previous studies suggest that maternal smoking during pregnancy is associated with elevated offspring blood pressure during childhood. We aimed to investigate whether this association remained in late adolescence and, if so, whether it could be attributed to an intrauterine effect or to familial confounding. Methods: We used a national cohort of 87 223 young Swedish men born between 1983 and 1988 with information on both maternal smoking during pregnancy and blood pressure at military conscription. The cohort included 780 full brothers discordant for maternal smoking. Generalized estimation equations were used to estimate regression coefficients (beta) with 95% confidence intervals (95% CIs). Results: We found a small but significant increase in both SBP and DBP for young men whose mothers had been daily smokers during pregnancy compared with sons of nonsmoking mothers: 0.26 (95% CI 0.09 to 0.44) and 0.45 mmHg (95% CI 0.31 to 0.59) for SBP and DBP, respectively. In a within-sibling analysis comparing full brothers discordant for maternal smoking exposure, point estimates were similar but not statistically significant: 0.85 (95% CI -0.19 to 1.90) for DBP and 0.81 (-0.56 to 2.19) for SBP. Conclusion: Maternal smoking during pregnancy is associated with a small but statistically significant increase in offspring blood pressure in late adolescence. Because the association does not appear to be explained by familial confounding, our results support an intrauterine effect of prenatal smoking exposure on blood pressure in late adolescence.",,,"Cnattingius, S|D'Onofrio, BM|Hogberg, L|Iliadou, AN|Langstorm, N|Lundholm, C","Cnattingius, Sven|D'Onofrio, Brian M.|Hogberg, Lovisa|Iliadou, Anastasia N.|Langstorm, Niklas|Lundholm, Cecilia",693,-1,,,,,,,-1,,-1,,,,,,,,Article,10.1097/HJH.0b013e32835168f4,,,,699,Clarivate Analytics Web of Science,,,,,,0263-6352,4,,,JOURNAL OF HYPERTENSION,,,,CARDIOVASCULAR-DISEASE|CIGARETTE-SMOKING|PRENATAL SMOKING|BIRTH COHORT|RISK-FACTORS|AGE|FETAL|ASSOCIATIONS|CHILDHOOD|OUTCOMES,-1,"Lundholm, Cecilia/0000-0002-6546-3650",adolescent|blood pressure|maternal smoking|prenatal exposure delayed effects|siblings,,APR,J,2012,,,,,,Peripheral Vascular Disease,,-1,,Cardiovascular System & Cardiology,,21,Effects of maternal smoking during pregnancy on offspring blood pressure in late adolescence,21,,WOS:000301744400014,1,30,1473-5598,22388229,C:\Users\mginda\Desktop\agc1\wos-extract.isi,"Hogberg L, 2012, V30, P693, DOI 10.1097/HJH.0b013e32835168f4"
,,,"Ali, KS|Class, QA|D'Onofrio, BM|Niklas, L|Paul, L","Ali, Khashan S.|Class, Quetzal A.|D'Onofrio, Brian M.|Niklas, Langstrom|Paul, Lichtenstein",155A,-1,,,,,,,-1,,-1,,,,,,,,Meeting Abstract,,,,,155A,Clarivate Analytics Web of Science,,,,,,1933-7191,S3,,,REPRODUCTIVE SCIENCES,,,,,-1,,,,MAR,J,2012,,,,,,Obstetrics & Gynecology|Reproductive Biology,,-1,,Obstetrics & Gynecology; Reproductive Biology,3,0,Pregestational and Prenatal Maternal Stress Exposure Do Not Predict Increased Risk for Infant Mortality,0,,WOS:000329543601283,1,19,1933-7205,,C:\Users\mginda\Desktop\agc1\wos-extract.isi,"Class QA, 2012, V19, P155A"
"A quasi-experimental comparison of cousins differentially exposed to levels of neighborhood disadvantage (ND) was used with extensive measured covariates to test the hypothesis that neighborhood risk has independent effects on youth conduct problems (CPs). Multilevel analyses were based on mother-rated ND and both mother-reported CPs across 4-13 years (n = 7,077) and youth-reported CPs across 10-13 years (n = 4,524) from the Children of the National Longitudinal Survey of Youth. ND was robustly related to CPs reported by both informants when controlling for both measured risk factors that are correlated with ND and unmeasured confounds. These findings are consistent with the hypothesis that ND has influence on conduct problems.",,,"D'Onofrio, BM|Goodnight, JA|Lahey, BB|Rathouz, PJ|Rodgers, JL|Van Hulle, CA|Waldman, ID","D'Onofrio, Brian M.|Goodnight, Jackson A.|Lahey, Benjamin B.|Rathouz, Paul J.|Rodgers, Joseph L|Van Hulle, Carol A.|Waldman, Irwin D.",95,-1,,,,,,,-1,,-1,,,,,,,,Article,10.1037/a0025078,,,,108,Clarivate Analytics Web of Science,,,,,,0021-843X,1,,,JOURNAL OF ABNORMAL PSYCHOLOGY,,,,MIDDLE-CLASS NEIGHBORHOODS|EXTERNALIZING PROBLEMS|BEHAVIOR PROBLEMS|ANTISOCIAL-BEHAVIOR|DELINQUENT-BEHAVIOR|MOBILITY EXPERIMENT|PARENTAL KNOWLEDGE|MATERNAL AGE|LOW-INCOME|POVERTY,-1,,neighborhoods|quasi-experiments|cousin comparisons|conduct problems|delinquency,,FEB,J,2012,,,,,,"Psychology, Clinical|Psychiatry",,-1,,Psychology; Psychiatry,,26,A Quasi-Experimental Analysis of the Influence of Neighborhood Disadvantage on Child and Adolescent Conduct Problems,26,,WOS:000300198500010,1,121,,21942334,C:\Users\mginda\Desktop\agc1\wos-extract.isi,"Goodnight JA, 2012, V121, P95, DOI 10.1037/a0025078"
,,"Jang, Sung Joon/B-7105-2009","Aalsma, MC|Dolittle, J","Aalsma, Matthew C.|Dolittle, James",S90,-1,,,,,,,-1,,-1,,,,,,,,Meeting Abstract,10.1016/j.jadohealth.2011.10.238,,,,S91,Clarivate Analytics Web of Science,,,,,,1054-139X,2,,,JOURNAL OF ADOLESCENT HEALTH,,,,,-1,"Jang, Sung Joon/0000-0003-2228-158X",,,FEB,J,2012,,,,,,"Psychology, Developmental|Public, Environmental & Occupational Health|Pediatrics",,-1,,"Psychology; Public, Environmental & Occupational Health; Pediatrics",S,1,PREDICTORS OF RECIDIVISM AMONG JUVENILE DETAINEES: THE IMPACT OF MENTAL HEALTH SCREENING AND COURT-ORDERED COUNSELING,1,,WOS:000300243000191,1,50,,,C:\Users\mginda\Desktop\agc1\wos-extract.isi,"Dolittle J, 2012, V50, S90, DOI 10.1016/j.jadohealth.2011.10.238"
"Background: Kenya experienced a political and humanitarian crisis after presidential elections on December 27, 2007. We sought to describe both the immediate and long-term impact of this conflict for HIV-infected children in western Kenya. Methods: We conducted a retrospective study of a cohort of these children for 3 periods: period 1, before the election (October 26, 2007, to December 25, 2007); period 2, immediately after the election (December 26, 2007, to April 15, 2008); and period 3, long-term postelection (April 16, 2008, to December 31, 2008). Two outcome variables of loss-to-follow-up (LTFU) were assessed: initial LTFU and complete LTFU. We assessed clinic adherence by evaluating the difference between actual visits and expected visits. Among children on antiretroviral therapy (ART), we assessed overall medication adherence and changes in medication adherence. Results: Two thousand five hundred forty-nine HIV-infected children,14 years were seen in period 1. Children on ART had less initial LTFU (3.0% compared with 5.1%, P < 0.01) and less complete LTFU (2.6% compared with 6.8%, P < 0.001) than children not on ART. For children not on ART, clinic adherence improved in period 3 compared with period 2. For children on ART with a more strict measure of clinic adherence, clinic adherence declined over time. Orphans had better clinic adherence than nonorphans. Among children on ART, there were few demographic differences when comparing medication adherence between time. Conclusions: HIV-infected children are at risk for disruptions in clinic follow-up and medication adherence after a humanitarian crisis. Individual and contextual factors moderate the effects of these disruptions.",,"Wiehe, Sarah/R-6083-2017","Ayaya, SO|Braitstein, P|Gisore, PO|Nyandiko, WM|Vreeman, RC|Wiehe, SE|Yoder, RB","Ayaya, Samwel O.|Braitstein, Paula|Gisore, Peter O.|Nyandiko, Winstone M.|Vreeman, Rachel C.|Wiehe, Sarah E.|Yoder, Rachel B.",199,-1,,,,,,,-1,,-1,,,,,,,,Article,10.1097/QAI.0b013e31823b4448,,,,206,Clarivate Analytics Web of Science,,,,,,1525-4135,2,,,JAIDS-JOURNAL OF ACQUIRED IMMUNE DEFICIENCY SYNDROMES,,,,SUB-SAHARAN AFRICA|ANTIRETROVIRAL THERAPY|EXPOSED CHILDREN|PEDIATRIC ADHERENCE|ARMED CONFLICT|FOLLOW-UP|OUTCOMES|CARE|POPULATION|SETTINGS,-1,"Wiehe, Sarah/0000-0002-8148-0848",HIV|medication adherence|pediatrics|postcrisis,,1-Feb,J,2012,,,,,,Immunology|Infectious Diseases,,-1,,Immunology; Infectious Diseases,,9,Long-Term Impact of the Kenya Postelection Crisis on Clinic Attendance and Medication Adherence for HIV-Infected Children in Western Kenya,9,,WOS:000299789600020,1,59,,22027872,C:\Users\mginda\Desktop\agc1\wos-extract.isi,"Yoder RB, 2012, V59, P199, DOI 10.1097/QAI.0b013e31823b4448"
